fnn_test_mse,fnn_test_mse_trim,fnn_best_epoch,deeponet_test_mse,deeponet_test_mse_trim
0.00030414069234027474,0.000284740415199297,1175,3.8730942603929294e-05,3.7384594814543946e-05
